date,omega,aG,bG,phi,kz,phi4,delta,kappa
1938-11-02,0.3218740081820652,0.07733263325873804,0.836730202730536,0.9140628359892741,3.4024636453338055,0.8498784083641995,0.15012159163580052,4.706555620937571
1938-11-09,0.26799895806657453,0.08793518014418898,0.8412814066897146,0.9292165868339036,3.5129420251856107,0.8828750304657054,0.11712496953429463,4.530652540813223
1938-11-16,0.28327355778404084,0.08293231964834596,0.8422913135824509,0.9252236332307968,3.4675610130830647,0.8730100877149918,0.12698991228500822,4.5818485448084125
1938-11-22,0.28439518125295,0.08095272647398313,0.8437571623009523,0.9247098887749354,3.4690154186342874,0.871268685589065,0.128731314410935,4.5910062718432245
1938-11-29,0.2777624005048817,0.08497764623594814,0.8405289842609593,0.9255066304969075,3.4462352981539213,0.8742272783089287,0.12577272169107134,4.5754692163546355
1938-12-05,0.26073436853036025,0.08501016454388292,0.8428250963055544,0.9278352608494372,3.479652040187632,0.8787980422925277,0.12120195770747233,4.551671496178083
1938-12-10,0.2247932996802811,0.08835128329899009,0.8487165578578373,0.9370678411568274,3.674272532758926,0.8989713746299917,0.10102862537000834,4.449529888141726
1938-12-16,0.20835272900095728,0.09253113158411792,0.8494023661366655,0.9419334977207835,3.639146287224066,0.9098351118552246,0.09016488814477541,4.396401004841073
1938-12-22,0.17103711895076903,0.09929285657451366,0.8532006079442451,0.9524934645187588,3.830262056766132,0.9351475555551447,0.06485244444485527,4.277399835179406
1938-12-29,0.11235616991712924,0.09782227709363632,0.8710329961146195,0.9688552732082558,3.9389921086480215,0.966804337525245,0.03319566247475503,4.137341802001951
1939-01-05,0.0706747119407661,0.07579826351695808,0.9004454014632649,0.976243664980223,3.761822404233715,0.9689194036489692,0.031080596351030776,4.128310347523151
1939-01-11,0.05792425649868489,0.06348604138190407,0.9126595280008757,0.9761455693827797,3.5776476339702556,0.9632493232892831,0.036750676710716856,4.152611274452688
1939-01-17,0.08426046188631017,0.06187719709343239,0.9054127031982255,0.967289900291658,3.5258655076471928,0.9453207535394759,0.054679246460524134,4.2313680145317605
1939-01-23,0.08734695041895205,0.059144995906728844,0.9045317038787714,0.9636766997855002,3.510159270181355,0.9374536465147842,0.06254635348521576,4.266877636959427
1939-01-28,0.153884496572387,0.06815562423647639,0.8767830008647735,0.9449386251012498,3.5920363975369227,0.904949504467928,0.09505049553207201,4.420136129420647
1939-02-03,0.15548657659225507,0.06872398573992233,0.8768002176960548,0.9455242034359771,3.623523078014809,0.9064068826180111,0.09359311738198894,4.413029155787786
1939-02-09,0.17323455560471668,0.06349534765741983,0.8721713251731168,0.9356666728305366,3.649934447397543,0.8861557551714774,0.11384424482852262,4.513879164759215
1939-02-16,0.17199420272087965,0.06937385436107746,0.8659015618044855,0.935275416165563,3.6275106023989903,0.8873856075702347,0.11261439242976534,4.507623254058027
1939-02-23,0.17949886401907275,0.06734072520631741,0.8659724803298544,0.9333132055361718,3.7255980322102666,0.8834335087330143,0.1165664912669857,4.527788407909321
1939-03-01,0.17657011428171446,0.06795033005473053,0.8653441236741546,0.9332944537288851,3.8439267932900623,0.8841696508239415,0.1158303491760585,4.5240186612065605
1939-03-07,0.16957247301538572,0.07333877993301234,0.861377851302676,0.9347166312356883,3.999636265497635,0.8898289542608839,0.11017104573911607,4.495245946815148
1939-03-13,0.16663026267215647,0.0824728318066214,0.8528328960384611,0.9353057278450825,3.950249050072466,0.8948637140799292,0.10513628592007085,4.469954404300184
1939-03-18,0.19391897848284148,0.08085377502896422,0.8465538510067833,0.9274076260357474,4.042585373256194,0.879975298401762,0.12002470159823797,4.545582139936112
1939-03-24,0.19538153491849555,0.08197728591695176,0.8455411805551338,0.9275184664720856,4.0533312488885995,0.8808097325459522,0.11919026745404782,4.541275887629135
1939-03-30,0.1961340135020835,0.08064677888297198,0.8453389764314766,0.9259857553144486,4.335824413657584,0.8791454972705882,0.12085450272941178,4.549872589256814
1939-04-05,0.2127772805279508,0.09470460489402935,0.8330405928639726,0.9277451977580019,4.448198011966692,0.8916379095495629,0.1083620904504371,4.486125990336949
1939-04-12,0.18200470245289194,0.09844050984301934,0.843193516997455,0.9416340268404744,4.340778294076162,0.9190485660760301,0.08095143392396986,4.352327121382062
1939-04-18,0.16296287189886924,0.09693977365867532,0.8509766581797804,0.9479164318384558,4.188058011248588,0.9285047621573805,0.07149523784261946,4.3080015989428
1939-04-24,0.19449206594330093,0.09565989227414537,0.834405623673703,0.9300655159478484,3.9113773203243802,0.8916633391794198,0.10833666082058024,4.485998049085568
1939-04-29,0.21342087839964044,0.09669351374108383,0.8252614501945909,0.9219549639356747,4.1644972997051415,0.8795878521337834,0.12041214786621657,4.547584405919704
1939-05-05,0.22693016821698034,0.09951744698095802,0.8169551297600172,0.9164725767409752,4.10658440569505,0.8706887330296356,0.12931126697036444,4.594064271489605
1939-05-11,0.22344172022170958,0.1014067539797768,0.8156716475737291,0.917078401553506,4.250937553124848,0.8744632574602007,0.1255367425397993,4.574234498562738
1939-05-17,0.2262472175570553,0.10124078459134046,0.816253559318432,0.9174943439097725,4.63194377099267,0.8790221923358484,0.12097780766415156,4.5505108231348474
1939-05-23,0.21182511011611707,0.10153786462712472,0.8210754324667162,0.922613297093841,5.1840984994957955,0.8943530918935619,0.10564690810643806,4.472506481227713
1939-05-29,0.20850282153766114,0.09803793833306583,0.8241861720443224,0.9222241103773883,5.274802226019681,0.8915843035514999,0.10841569644850013,4.486395716105102
1939-06-05,0.19928894685216897,0.10158875458572887,0.8248095896057905,0.9263983441915195,5.801537901371174,0.9077670839656932,0.09223291603430683,4.406416657591839
1939-06-10,0.19318738696805604,0.10389411001388178,0.8257115120456691,0.9296056220595509,6.404178029741288,0.9224992350757724,0.07750076492422764,4.336046955823706
1939-06-16,0.2056240400434164,0.10981367766583769,0.8203307521318778,0.9301444297977155,7.857470327798275,0.9478631953409566,0.052136804659043356,4.220018268101608
1939-06-22,0.15391929855380374,0.09991902377646932,0.8429384882437995,0.9428575120202688,7.242341442718813,0.951302647084997,0.04869735291500299,4.20476071653631
1939-06-28,0.14040663701317455,0.09308816409999555,0.851193677701402,0.9442818418013975,6.691078457270559,0.9409837038477001,0.05901629615229986,4.250870640632696
1939-07-05,0.16795105403248983,0.09688922631239302,0.835470692720549,0.932359919032942,5.991082550630164,0.9161489167424772,0.08385108325752277,4.36610241730425
1939-07-11,0.15191758574499242,0.0882250010217691,0.8445231505715017,0.9327481515932708,5.940249584447814,0.9084722919569899,0.09152770804301014,4.4029961457419695
