date,omega,aG,bG,phi,kz,phi4,delta,kappa
2004-01-02,1.1668843961067694e-08,2.845988154775573e-10,0.9928447961085163,0.9928447963931151,3.0542050744873968,0.9857407897248862,0.014259210275113787,4.057861906187704
2004-01-09,1.1189843452123209e-08,5.230010020023946e-11,0.9940085103514886,0.9940085104037887,3.0364224559547455,0.988052918755159,0.011947081244841007,4.048366159415401
2004-01-16,1.0696407586003685e-08,0.0,0.9931067360855435,0.9931067360855435,3.0546657366647985,0.9862609892584813,0.013739010741518731,4.0557216026636045
2004-01-26,1.0444690977841644e-08,1.8388427080937e-17,0.9922061814085046,0.9922061814085046,3.0376191171488567,0.9844731064252463,0.015526893574753675,4.063087121317651
2004-02-02,9.84181158250135e-09,0.0,0.9944690278106271,0.9944690278106271,3.075566544532365,0.9889686472746138,0.011031352725386245,4.044617603422662
2004-02-09,0.0010513379034946034,0.0,0.9923874579718094,0.9923874579718094,3.054322532667675,0.9848328667397498,0.01516713326025021,4.06160287200999
2004-02-17,0.0034987430648559213,1.6536067451837874e-21,0.9884514282951772,0.9884514282951772,3.041717920833484,0.9770362260987758,0.02296377390122417,4.094014012122832
2004-02-24,0.0038100560157691673,2.3487095178776843e-10,0.9877620150195456,0.9877620152544165,3.0258339763550555,0.9756737987794663,0.02432620122053375,4.099730878295451
2004-03-02,0.0047102226667598505,2.2332124965488294e-12,0.9857045259059779,0.9857045259082111,3.024977240802937,0.9716134123959312,0.028386587604068758,4.116863712426816
2004-03-09,0.007237424906540956,1.995735828575026e-18,0.9811827580649065,0.9811827580649065,3.0521140138725174,0.9627196047238569,0.03728039527614313,4.154896171608915
2004-03-16,0.011304071881764495,7.817156901940193e-23,0.9774179649896232,0.9774179649896232,3.034311696101571,0.9553458782844563,0.044654121715543726,4.186965256167664
2004-03-23,0.011234468207250473,9.653710094591133e-16,0.9784063408453554,0.9784063408453564,3.0201452426188764,0.9572789678063996,0.04272103219360035,4.17851027184477
2004-03-30,0.008747991663424937,0.0,0.9832018634677879,0.9832018634677879,3.0184099080562126,0.9666859043265307,0.033314095673469324,4.137848687042473
2004-04-06,0.005306268579383339,1.3107790946845212e-14,0.9889108824755077,0.9889108824755208,3.0235343605753493,0.9779447334785134,0.022055266521486594,4.090210686827002
2004-04-14,0.008432197195702413,1.6018327133072466e-15,0.9834952423338854,0.983495242333887,3.0174985727395187,0.9672628916933911,0.03273710830660892,4.135380395909931
2004-04-21,0.008355465169380521,3.922238972984769e-11,0.9837558642537128,0.9837558642929352,3.0174625282128362,0.9677756005307399,0.032224399469260145,4.133189551179377
2004-04-28,0.0037084862376859716,1.0565809706747208e-07,0.9921309168081657,0.9921310224662627,3.0329439831303975,0.9843239657399747,0.015676034260025284,4.063702743428545
2004-05-05,0.007712157055334185,0.0,0.9852710238555573,0.9852710238555573,3.0144689376729015,0.9707589904493782,0.02924100955062181,4.120487205736145
2004-05-12,0.009333209368771914,4.839208279847677e-10,0.9828962892640224,0.9828962897479432,3.0355633016575565,0.9660851164002727,0.033914883599727275,4.140421927732817
2004-05-19,0.007300035462547221,1.420493145854407e-10,0.9863785812794252,0.9863785814214745,3.0323932851809468,0.9729427058870406,0.02705729411295943,4.111239002869305
2004-05-26,0.00844701139960621,0.0,0.9842981041394683,0.9842981041394683,3.028586909796954,0.9688427578125516,0.03115724218744842,4.128636941077188
2004-06-03,0.011347215543591072,6.879609035382091e-12,0.9780217940269732,0.9780217940338528,3.0219067439393172,0.956526629605196,0.043473370394804034,4.181796801256845
2004-06-10,0.015388669295952466,6.519554227118617e-10,0.9716537909514207,0.9716537916033761,3.0160425621379385,0.944111090737217,0.055888909262783004,4.236789546531613
2004-06-18,0.01185433935112003,1.6460278271638921e-12,0.9775919320452229,0.9775919320468689,3.0180902935820506,0.95568598560313,0.044314014396869994,4.185475208654037
2004-06-25,0.01118135425872514,1.0096695364585051e-19,0.9783186816759551,0.9783186816759551,3.025936568315783,0.9571074429161789,0.042892557083821115,4.179259109941234
2004-07-02,0.0140170868324584,1.2801161799169818e-11,0.9727956683407329,0.9727956683535341,3.04090320051623,0.9463314123673991,0.05366858763260085,4.226849016871754
2004-07-12,0.011542696647597087,1.0789769547078982e-12,0.9771929074821747,0.9771929074832537,3.0161625424631437,0.9549059784355748,0.04509402156442521,4.188894079973414
2004-07-19,0.051242657227432126,0.023268113079543584,0.8792844465102397,0.9025525595897833,3.0321164908408185,0.815701321026129,0.18429867897387098,4.903755696960395
2004-07-26,0.0689865124842024,0.017201293554715984,0.8532078809025615,0.8704091744572775,3.0426154573027913,0.7582165092325848,0.24178349076741523,5.2755379911847715
2004-08-02,0.07147400878726125,0.021151848695769263,0.8423530229417082,0.8635048716374775,3.0440568459262307,0.7465551758120041,0.25344482418799585,5.357942895043663
2004-08-09,0.0765218539353005,0.02793335864534414,0.8308745005016926,0.8588078591470368,3.03064719109927,0.739135397144325,0.26086460285567503,5.411728372709706
2004-08-16,0.07572135114793425,0.025052232974138597,0.836792347085718,0.8618445800598566,3.043956521471354,0.7440588966773696,0.2559411033226304,5.3759185164806045
2004-08-23,0.07825421849214036,0.02536865243052735,0.8330559902355159,0.8584246426660432,3.0370247356592124,0.7382038321431648,0.26179616785683524,5.418557620308118
2004-08-30,0.016474154220993888,1.273006892516799e-18,0.9677762379248206,0.9677762379248206,3.0428456178549936,0.9365908466919189,0.06340915330808106,4.270808340833332
2004-09-07,0.021434912766454994,6.926084919657195e-18,0.9578596720915078,0.9578596720915078,3.0367431952326966,0.9174951514192509,0.08250484858074913,4.359696063584094
2004-09-14,0.025463937386174484,3.175037456649061e-18,0.9490084475259641,0.9490084475259641,3.0151133152178367,0.9006170334756406,0.0993829665243594,4.441399453176332
2004-09-21,0.03617448650104751,0.0013950024956624122,0.9251168928046114,0.9265118953002738,3.0199808899569556,0.8584282230802819,0.14157177691971812,4.659679041827021
2004-09-28,0.0561855078174072,0.0015015407734218663,0.8853131069896996,0.8868146477631215,3.030235552517774,0.786444796906441,0.21355520309355902,5.086180257958853
2004-10-05,0.012604172365190704,1.7326737384040388e-13,0.975323227600397,0.9753232276005703,3.0340589643927456,0.9512553982971939,0.048744601702806145,4.204969566701275
2004-10-12,0.22120963712352684,6.597894547729333e-19,0.5457957323144929,0.5457957323144929,3.023704433554756,0.29789298141271353,0.7021070185872864,12.0
2004-10-19,0.35768780412769385,3.2079065894907026e-21,0.2846599261483005,0.2846599261483005,3.0479846007505427,0.0810312735547559,0.9189687264452441,12.0
2004-11-02,0.40711802995534974,8.218722240535773e-19,0.1675295579457108,0.1675295579457108,3.0448921893335776,0.028066152785485278,0.9719338472145147,12.0
2004-11-09,0.2995244458690481,1.6314403221827762e-21,0.4028989419740753,0.4028989419740753,3.0281533396164915,0.16232755744382926,0.8376724425561708,12.0
2004-11-23,0.45766170241962845,4.0536881607107235e-21,0.0874018644794092,0.0874018644794092,3.037293641527863,0.007639085914477012,0.992360914085523,12.0
2004-12-01,0.019012212677990026,3.1735555443775824e-18,0.9621711875364272,0.9621711875364272,3.0446137516620833,0.9257733941252585,0.0742266058747415,4.320711769622096
2004-12-08,0.18688429377930812,0.0012212398728817608,0.6243151388443317,0.6255363787172135,3.0380283199738307,0.3912988006687559,0.6087011993312441,10.222367135201365
2004-12-15,0.024789074869391282,2.34298696532942e-16,0.9509535553137303,0.9509535553137305,3.0452963318755435,0.9043126643638243,0.09568733563617571,4.4232489023184955
2004-12-22,0.03132279324632349,1.8442094015958818e-17,0.9375896074945402,0.9375896074945402,3.058501416515907,0.879074272081766,0.12092572791823397,4.5502412333459175
2004-12-30,0.07078955084602413,0.00976538193230553,0.8460276933297639,0.8557930752620695,3.044190128154655,0.7325767271243173,0.2674232728756827,5.46017891627781
2005-01-06,0.07907160107684426,0.010933349025553004,0.8286439756397805,0.8395773246653335,3.028983634683806,0.7051326249832555,0.29486737501674454,5.67269171539891
2005-01-21,0.07500042577175023,0.0120360431222276,0.8353756524125487,0.8474116955347764,3.027953457130457,0.718400363912063,0.28159963608793703,5.567925910028669
2005-01-28,0.0635727053256144,0.015016785295098027,0.8535602247421467,0.8685770100372446,3.039566566299893,0.754885952459098,0.24511404754090205,5.2988136644610995
2005-02-04,7.534285650790334e-09,9.687784407746298e-09,0.9989311263806593,0.9989311360684436,3.0195588764400925,0.9978634146069918,0.0021365853930082057,4.008564640658159
2005-02-11,0.07092581773732569,0.0183406155628875,0.8338042914419358,0.8521449070048233,3.02252983993733,0.7268312774392465,0.27316872256075353,5.503340492022714
2005-02-18,4.743263312603543e-09,0.0,0.9984922543972443,0.9984922543972443,3.0222346024693256,0.9969867820912912,0.0030132179087087874,4.012089299328074
2005-02-28,0.0053842413641974635,0.0,0.9862292873340407,0.9862292873340407,3.0362112689829344,0.9726482071954098,0.027351792804590214,4.112483804945091
2005-03-07,0.011700586393493438,2.1315140797401003e-10,0.9718713307101158,0.9718713309232672,3.0120998888950816,0.9445338838705627,0.055466116129437304,4.2348930708643095
2005-03-14,0.01245111857110584,1.0180727152570813e-13,0.9702629989397263,0.9702629989398281,3.016347061572517,0.9414102871117089,0.05858971288829107,4.248944434495387
2005-03-21,0.007860975194341561,0.0,0.9804188895464239,0.9804188895464239,3.0245147446107854,0.9612211989794429,0.038778801020557085,4.161373057779956
2005-04-05,0.24885635686111576,0.0,0.4423873457929751,0.4423873457929751,3.0338539797933124,0.19570656371775333,0.8042934362822467,12.0
2005-04-12,0.016592595478716075,5.438561037264076e-09,0.9608119658011209,0.960811971239682,3.0382321978752787,0.9231596440774835,0.07684035592251648,4.332945038988585
2005-04-19,0.02645798395099939,0.0,0.9397318340705181,0.9397318340705181,3.042852358273856,0.8830959199655397,0.11690408003446029,4.529519285012763
2005-04-26,0.46553333673041997,0.004323601460099552,5.195008217660659e-23,0.004323601460099552,3.048043404277891,5.697868955659504e-05,0.9999430213104434,12.0
2005-05-03,0.05971588085480169,0.01447768927532541,0.8582784774451377,0.8727561667204632,3.03279485836408,0.7621294074387632,0.23787059256123677,5.248452508141012
2005-05-10,0.06096907671020828,0.012549297619492816,0.8554517494570425,0.8680010470765354,3.0285326279500335,0.7537452809246715,0.24625471907532848,5.306832561648576
2005-05-17,0.054096223689695654,0.014326484897946593,0.8709375800479789,0.8852640649459256,3.0361200545002034,0.7841103745987155,0.21588962540128454,5.101322632093832
